system:index,0_VHAsc,0_VHDes,0_VVAsc,0_VVDes,10_VHAsc,10_VHDes,10_VVAsc,10_VVDes,11_VHAsc,11_VHDes,11_VVAsc,11_VVDes,1_VHAsc,1_VHDes,1_VVAsc,1_VVDes,2_VHAsc,2_VHDes,2_VVAsc,2_VVDes,3_VHAsc,3_VHDes,3_VVAsc,3_VVDes,4_VHAsc,4_VHDes,4_VVAsc,4_VVDes,5_VHAsc,5_VHDes,5_VVAsc,5_VVDes,6_VHAsc,6_VHDes,6_VVAsc,6_VVDes,7_VHAsc,7_VHDes,7_VVAsc,7_VVDes,8_VHAsc,8_VHDes,8_VVAsc,8_VVDes,9_VHAsc,9_VHDes,9_VVAsc,9_VVDes,PLOTCODE,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000001,-17.35004224975765,-15.130522777545728,-11.958536890144842,-7.540371279284124,-17.33358192863012,-14.137710148006278,-11.495068173607633,-7.294677386958625,-17.48074991554916,-14.634140390483928,-11.253121109270879,-8.126962929514503,-17.976309641700883,-15.291445596457914,-11.697361708807328,-7.922612232599214,-17.381547903689093,-15.662206590527553,-11.428446641618413,-8.321666480690595,-17.022260446089728,-13.514408113250367,-11.077375777844537,-6.996832743064436,-15.78139188452726,-13.574035987349085,-10.370385690055189,-7.426919830464642,-17.093724493435214,-15.32419073000862,-11.596176844157124,-8.04350672724739,-17.359374679045096,-15.054123263073166,-11.546845049304482,-8.08570588738254,-17.1250641447202,-14.7815674242339,-12.175378514869111,-8.73469260564558,-17.60020779825743,-15.959727546436984,-12.442102184389274,-9.280708162799586,-17.256318587957534,-15.11674518124921,-11.829883089401939,-8.985770480195733,1165,"{""type"":""Polygon"",""coordinates"":[[[-5.891122291899723,37.95955934081888],[-5.891122130778354,37.95955491814334],[-5.891121969656985,37.95955041490863],[-5.891116169288077,37.95954611331102],[-5.89111592760605,37.95954161410705],[-5.891115766484699,37.95953719143033],[-5.891109966116382,37.95953280927252],[-5.8911041657486285,37.95952850767295],[-5.891098284820779,37.95952421010411],[-5.891098123699477,37.959519706867205],[-5.891092323332861,37.95951540526603],[-5.891086684088075,37.95951552634281],[-5.891080883722563,37.959511224740666],[-5.8910750833576095,37.95950684257892],[-5.891069202432596,37.959502545006806],[-5.891063563189977,37.9595026660823],[-5.8910577628266925,37.95949836447787],[-5.891052123585139,37.95949848555274],[-5.891046323222955,37.95949418394734],[-5.891040683982477,37.95949430502158],[-5.891035044742529,37.95949442609553],[-5.891029405503105,37.95949454716918],[-5.8910235245825575,37.959490249593436],[-5.891017885344214,37.959490370666444],[-5.891012246106396,37.95949049173917],[-5.891006606869111,37.95949069337055],[-5.891000967632349,37.959490814442674],[-5.890989850281427,37.95949555982553],[-5.890984211046237,37.95949568089679],[-5.890978571811572,37.95949580196773],[-5.890972932577437,37.95949600359735],[-5.890967454464786,37.959500547348085],[-5.890961815231693,37.959500748977135],[-5.89095633712005,37.95950529272708],[-5.890950859008905,37.95950991703544],[-5.890945219777364,37.95951003810469],[-5.890939741667232,37.959514662412246],[-5.890934344118026,37.95951928268803],[-5.890928704888033,37.959519403756445],[-5.890928866008885,37.95952390699452],[-5.89092338790024,37.959528531300464],[-5.890917909792089,37.959533075046956],[-5.890918070912909,37.9595375782842],[-5.8909124316844395,37.95953769935185],[-5.890912592805246,37.959542202588814],[-5.890907114698079,37.95954674633398],[-5.890907356379268,37.959551245539174],[-5.890901878272578,37.959555869842454],[-5.890902039393356,37.95956029251941],[-5.890902200514134,37.95956479575496],[-5.890902361634914,37.959569298990225],[-5.890902522755692,37.9595737216663],[-5.890902764436863,37.95957822086975],[-5.890897447451354,37.95958726784641],[-5.890903247799201,37.95959156945423],[-5.890903408919985,37.959596072687724],[-5.890903570040768,37.9596005759209],[-5.890903811721942,37.95960499456373],[-5.890903972842723,37.95960949779632],[-5.890904133963509,37.959613920469785],[-5.890909934312003,37.95961830263419],[-5.890910095432801,37.95962272530705],[-5.890915976342273,37.95962710343924],[-5.8909161374630905,37.95963152611148],[-5.890921776691908,37.95963140504319],[-5.890921937812738,37.95963582771512],[-5.890927738162944,37.9596402098769],[-5.89093353851371,37.95964451147924],[-5.890933780195005,37.95964901067778],[-5.890939419425474,37.959648889608474],[-5.890945219777364,37.959653191209505],[-5.8909510201298145,37.95965749280988],[-5.890956659361898,37.95965737173962],[-5.890962459715448,37.95966167333903],[-5.8909683406300335,37.95966605146529],[-5.890973979863736,37.95966593039407],[-5.890979780218957,37.95967023199184],[-5.890985419453732,37.95967011091998],[-5.8909910586890355,37.95966990928906],[-5.890996697924871,37.95966978821661],[-5.89100813751918,37.95967396873968],[-5.891013776756609,37.959673847666295],[-5.891019496555114,37.95967372256131],[-5.89102513579361,37.959673601487324],[-5.891030775032631,37.95967348041305],[-5.891036172590476,37.95966886014229],[-5.891041892391105,37.959668735036125],[-5.891047531631699,37.95966853340223],[-5.891053170872819,37.95966841232678],[-5.891058648993267,37.95966378802336],[-5.8910642882354285,37.95966366694734],[-5.891069685796278,37.959659046674474],[-5.891075325039472,37.959658925597886],[-5.891080803161936,37.95965430129288],[-5.891086281284899,37.95964967698732],[-5.89109175940836,37.95964513324001],[-5.891097398653618,37.95964493160355],[-5.89110287677809,37.95964038785543],[-5.8911027156567775,37.95963588462622],[-5.891108193781732,37.959631260318524],[-5.891113671907187,37.95962671656908],[-5.8911191500331395,37.95962209226033],[-5.891118908351102,37.9596175930614],[-5.891118747229745,37.95961317038961],[-5.891124225356156,37.95960854607979],[-5.891124064234787,37.95960404284863],[-5.891123903113415,37.95959962017599],[-5.891129381240297,37.9595949958651],[-5.891129139558219,37.95959049666447],[-5.891128978436834,37.959586073991],[-5.8911288173154475,37.95958157075838],[-5.891128495072681,37.95957264485113],[-5.891128253390606,37.95956814564901],[-5.89112809226922,37.95956372297408],[-5.891122291899723,37.95955934081888]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000004,-16.041883866585827,-15.866467377340646,-9.212831202999604,-9.147466081778443,-16.127147131679,-16.07719447186762,-9.124260784113774,-8.806846461796974,-16.78261269087586,-16.607481576066846,-9.457137435538003,-9.180909964357387,-16.055576507847686,-17.994969271470108,-10.166238364912434,-11.711654522467253,-15.664811369264582,-17.142467416318013,-10.008973565493559,-10.241281110638147,-15.35255686830115,-15.739088146820459,-9.406082229020551,-9.343892759135395,-14.948937658608704,-15.81566651256195,-10.166915133772084,-8.748630699681442,-15.541660428708793,-15.905759292058221,-9.694915566944047,-10.524849595747686,-14.754901190316776,-15.5642595030284,-8.8602905368379,-9.800021184919942,-16.181395860184814,-15.192856799221312,-9.575019383850437,-10.714434793955808,-16.887000107705248,-16.25087302030825,-10.01426482738775,-10.425824188579664,-15.983944179803647,-16.68085727586408,-10.202248496875496,-9.51204668355489,1168,"{""type"":""Polygon"",""coordinates"":[[[-5.549981331905674,37.967454323101286],[-5.549981171707038,37.96744989870827],[-5.549981011508402,37.967445393734174],[-5.549975244357777,37.96744107242444],[-5.549975084159155,37.967436567449745],[-5.549974923960537,37.96743214305553],[-5.549969156810512,37.96742774116371],[-5.549963309561759,37.96742342362699],[-5.549957542412877,37.96741910231469],[-5.549957382214304,37.96741459733842],[-5.54995153496673,37.96741027980007],[-5.549945928017545,37.96741038288226],[-5.549940160870377,37.96740606156802],[-5.5499343136245205,37.96740166344721],[-5.549928546478494,37.9673973421317],[-5.5499228594322725,37.9673974489875],[-5.54991709228737,37.967393127671016],[-5.549911405242263,37.96739323452619],[-5.54990563809849,37.96738891320873],[-5.549899951054494,37.96738902006327],[-5.549894344110247,37.967389123142645],[-5.549888737166542,37.96738922622172],[-5.549882889925815,37.967384908677516],[-5.549877282983207,37.967385011755965],[-5.54987159594196,37.96738511860899],[-5.549865989000431,37.967385302267715],[-5.549860301960283,37.967385409120126],[-5.54985485521812,37.96739001717626],[-5.54984356123967,37.9673902271048],[-5.549837874201702,37.96739033395604],[-5.549832267263397,37.96739051761301],[-5.549826740424738,37.967395048861505],[-5.549821133487501,37.96739523251791],[-5.549821293685699,37.96739965691548],[-5.549815606649893,37.96739976376558],[-5.549810159911889,37.96740437181877],[-5.549804472877161,37.96740447866829],[-5.5497990261401915,37.96740908672067],[-5.549793499304668,37.96741369854732],[-5.549787812271556,37.967413805396],[-5.549787972469668,37.967418310373425],[-5.549782525734232,37.96742283784337],[-5.549776998900265,37.96742744966839],[-5.549777159098344,37.96743195464499],[-5.549771552165853,37.9674320577181],[-5.549771712363915,37.967436482113605],[-5.549766185530968,37.967441093937296],[-5.549766345729019,37.96744559891305],[-5.549760898995594,37.96745020696116],[-5.5497609790946125,37.96745463513032],[-5.549761139292646,37.96745914010523],[-5.549761299490685,37.96746356449905],[-5.5497614596887175,37.96746806947335],[-5.549761619886754,37.96747249386659],[-5.549761940282828,37.96748142323297],[-5.549762100480864,37.9674859282061],[-5.549762260678901,37.967490433178924],[-5.5497624208769425,37.967494857570706],[-5.5497625810749796,37.967499362542945],[-5.54976274127302,37.967503786934145],[-5.54976290147106,37.9675082919058],[-5.549768668600778,37.96751261322337],[-5.549768828798837,37.96751711819439],[-5.54977459592914,37.96752143951101],[-5.549774756127212,37.967525944481416],[-5.549780443159055,37.9675257570522],[-5.54978060335714,37.96753026202227],[-5.549786370488604,37.96753458333729],[-5.549792217719692,37.967538981457544],[-5.549792297818752,37.96754340962078],[-5.549797984852299,37.96754330277126],[-5.549803751985473,37.96754762408434],[-5.5498095992183,37.967552022202625],[-5.549815206154433,37.96755183854628],[-5.549821053388403,37.9675562366636],[-5.549826660325631,37.967556133587294],[-5.549826820523847,37.967560557974416],[-5.549832507560744,37.967560451122964],[-5.549838274697313,37.96756477243281],[-5.5498438816361935,37.96756466935557],[-5.549849568674747,37.96756456250319],[-5.549860862654358,37.96756427199171],[-5.549866629793721,37.96756867388027],[-5.549872316834484,37.96756848644601],[-5.549877923776619,37.96756838336697],[-5.549883610818479,37.96756827651276],[-5.549889217761693,37.96756817343311],[-5.549894744606248,37.96756356161145],[-5.549900351550534,37.96756345853125],[-5.5499060385945675,37.96756335167586],[-5.549911645539932,37.96756316801441],[-5.5499171723866025,37.96755863677205],[-5.5499227793330315,37.96755845311002],[-5.549928306180755,37.96755392186686],[-5.54993391312825,37.967553738204266],[-5.54993943997702,37.9675492069603],[-5.549944886727042,37.96754459891003],[-5.549950413576851,37.967539987084315],[-5.549956020526462,37.96753988400129],[-5.549961547377317,37.967535272174764],[-5.549961387178735,37.96753084778687],[-5.549966914030098,37.96752623595954],[-5.549972360782675,37.96752162790659],[-5.549977887635074,37.96751701607818],[-5.549977727436448,37.96751259168922],[-5.549977567237818,37.967508086719235],[-5.549983013991386,37.967503478664696],[-5.549982933892068,37.96749905049994],[-5.549982773693427,37.96749454552911],[-5.54998822044748,37.96748993747349],[-5.549988060248823,37.96748551308282],[-5.549987900050169,37.967481008111136],[-5.549987739851511,37.96747658371989],[-5.5499874194542045,37.96746765435578],[-5.549987339354877,37.967463145607965],[-5.549987179156224,37.96745872121556],[-5.549981331905674,37.967454323101286]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000012,-17.3726199467612,-19.42059734228815,-8.674307069897763,-11.66112739707221,-18.688552297561287,-19.580231150301948,-10.124210566791788,-12.0118223478972,-18.639145014293515,-21.28069626198811,-9.111950729350543,-12.005097979812579,-19.385123641842974,-19.81460919800905,-10.154581168268892,-13.44935752373411,-17.741529528212748,-19.425766870975504,-9.850102659033158,-12.3177181660046,-19.13102679976799,-20.418602683421966,-10.683344262830854,-12.274288889994889,-17.201130503695722,-18.95916505937096,-9.316416770932292,-11.994094360121226,-17.542989812623585,-20.19928130847298,-9.652902604033246,-13.40422861398802,-17.69346348398227,-20.804395493593248,-9.25058034168932,-12.77621836080181,-18.155482558794887,-20.95342776720494,-9.862430333691345,-13.43682528216884,-19.053238790514346,-20.773107121414707,-11.223430040682572,-14.284581213799882,-18.830801144600933,-20.734725390258685,-10.822347274810687,-13.960401261022511,1182,"{""type"":""Polygon"",""coordinates"":[[[-3.956609400693859,37.99122214828974],[-3.9566093228844785,37.99121763316791],[-3.9566092450750987,37.991213198719585],[-3.956609167265719,37.991208683597165],[-3.956609167265719,37.99120424653751],[-3.956603409372018,37.9911998413249],[-3.956603409372018,37.991195323590816],[-3.9565976514789583,37.991190918377264],[-3.9565975736695966,37.99118640325333],[-3.95659197139589,37.991186510552346],[-3.9565918935865363,37.991181995428086],[-3.9565862135041066,37.99117758760222],[-3.9565804556129596,37.991173182386476],[-3.9565804556129596,37.99116866465055],[-3.956574775531787,37.99116869388551],[-3.9565690176419213,37.99116428866851],[-3.9565633375620055,37.991159880840165],[-3.9565576574827164,37.99115991007419],[-3.9565576574827164,37.99115547301118],[-3.9565519774040507,37.9911555022449],[-3.956546297326007,37.991151094414995],[-3.9565406172485904,37.991151123648116],[-3.9565349371718015,37.99114663514339],[-3.956529257095634,37.991146745049775],[-3.9565235770200946,37.99114677428197],[-3.956517974754422,37.99114680090319],[-3.9565122168708866,37.99114239568147],[-3.9565009345333975,37.9911424515331],[-3.956495254460972,37.9911425614377],[-3.9564896521983695,37.99114258805745],[-3.9564839721271867,37.99114261728758],[-3.956478369865811,37.99114716164475],[-3.9564727676050437,37.99114718826365],[-3.9564670875357195,37.99114721749291],[-3.956461407467017,37.99114724672187],[-3.956455805208088,37.99115179107768],[-3.956450202949767,37.99115181769544],[-3.9564446006920546,37.99115636205042],[-3.9564389206258297,37.99115639127825],[-3.956433318369344,37.991160935632415],[-3.956427716113463,37.991165479986016],[-3.9564221916672873,37.9911699410546],[-3.9564165116035275,37.99116997028131],[-3.95641090934947,37.99117451463355],[-3.9564109871585496,37.99117902975908],[-3.9564053849050924,37.99118349343664],[-3.956405462714165,37.9911880085616],[-3.956399782652244,37.99118803778751],[-3.956394180400007,37.991192582137835],[-3.9563942582090608,37.991197016588394],[-3.9563943360181133,37.991201531712505],[-3.9563887337664654,37.9912059953879],[-3.9563887337664654,37.99121051312203],[-3.9563888115755113,37.99121494757144],[-3.9563888893845562,37.99121946269439],[-3.9563832871335025,37.99122392636843],[-3.9563833649425404,37.991228441490804],[-3.956383442751579,37.99123739367145],[-3.9563835205606175,37.991241828119136],[-3.9563835983696554,37.991246343240334],[-3.9563892784297936,37.99125075107271],[-3.9563893562388395,37.991255266193285],[-3.9563894340478893,37.991259700639795],[-3.9563894340478893,37.99126413769661],[-3.9563951919177263,37.991268623590585],[-3.9563951919177263,37.991273060646805],[-3.9563952697267837,37.99127757576587],[-3.9564010275972694,37.99128198098486],[-3.956406629850254,37.9912819543691],[-3.956406707659326,37.991286388813805],[-3.956412387722009,37.99129079664213],[-3.956412465531092,37.99129531175996],[-3.956418223403501,37.99129971697675],[-3.9564238256583497,37.99129969036003],[-3.9564295835320227,37.99130409557587],[-3.9564352635972186,37.99130850340171],[-3.9564409436630434,37.99131299190062],[-3.9564466237294944,37.991312881998375],[-3.9564523037965675,37.99131737049634],[-3.956457983864268,37.99131726059348],[-3.956463663932591,37.99132174909051],[-3.9564693440015377,37.99132171986073],[-3.95647502407111,37.99132160995696],[-3.9564806263321257,37.991321583337246],[-3.956486384212133,37.99132598854838],[-3.956491986474383,37.99132596192806],[-3.956497666546448,37.99132593269678],[-3.9565033466191357,37.991325903465224],[-3.9565146289571542,37.99132576693819],[-3.9565202312224668,37.991321303264066],[-3.9565258334883864,37.99132119596834],[-3.956531513564174,37.991321166735325],[-3.9565371936405884,37.991321137502005],[-3.9565427959083506,37.99131659315284],[-3.956548398176717,37.991316566529655],[-3.956554000445692,37.991312022179656],[-3.9565596805245797,37.9913119929452],[-3.95655960271528,37.991307558502804],[-3.956565282794782,37.991307448594384],[-3.956570885065592,37.991302984916715],[-3.9565764873370064,37.9912984405648],[-3.9565820896090322,37.99129841393996],[-3.9565820117996937,37.99129389882305],[-3.95658761407232,37.991289435143756],[-3.95659321634555,37.991284890790205],[-3.9565931385361965,37.991280375672446],[-3.956598818619388,37.99128034643609],[-3.956598740810028,37.99127591199179],[-3.956604343084466,37.99127136763686],[-3.956604343084466,37.99126693058126],[-3.9566098675501333,37.99126238883625],[-3.9566098675501333,37.99125787110634],[-3.9566097897407535,37.991253436660635],[-3.9566097119313737,37.99124892154087],[-3.956609634121994,37.9912444870946],[-3.956615236397614,37.99123994273718],[-3.956615236397614,37.99123550567958],[-3.9566150807788403,37.991226556111236],[-3.956609400693859,37.99122214828974]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000014,-20.137526600973384,-19.46188058895469,-12.045196766178579,-12.203583967722212,-18.649715021809,-17.540406468355982,-11.897129207310146,-12.587248937862915,-18.79072626368704,-17.93153121276515,-12.10429508558284,-12.237955870991588,-20.537468377749025,-20.355496061492573,-14.458608481563694,-14.170638071870579,-20.23352432235464,-19.449410039872607,-14.460869686223061,-14.170213934845934,-18.992477759935767,-19.384745406997276,-13.319163292134363,-13.089430822958466,-18.735049930238528,-18.16962582555451,-12.329905520452096,-12.190141323367207,-19.453682808200163,-19.14352963712374,-11.555086161593733,-12.684629706682278,-18.67772310634534,-18.921717718510806,-11.809506367278873,-12.168038619797796,-19.364155853526224,-19.746753539899135,-11.663111381967314,-13.561453738466025,-19.28811875029599,-19.32976770802834,-11.90490717873464,-13.394375195301647,-18.525022863083446,-19.443930040298806,-12.201711041110558,-11.866978128720934,1184,"{""type"":""Polygon"",""coordinates"":[[[-3.728857344310507,37.99283621291037],[-3.728857266846688,37.99283177763633],[-3.728857266846688,37.99282725922699],[-3.728851534524299,37.992822841367335],[-3.728851534524299,37.99281840364328],[-3.7288458796663635,37.99281842105791],[-3.728840147345263,37.992814003197005],[-3.728840147345263,37.99280948478643],[-3.728834415024814,37.992805066924575],[-3.728828682705009,37.99280064906211],[-3.728823027849621,37.99279614806398],[-3.7288172955311025,37.99279173020027],[-3.7288116406769833,37.992791747613026],[-3.7288059858234965,37.992787327299276],[-3.7288003309706377,37.99278734471143],[-3.7287945986546855,37.99278292684584],[-3.728788943803095,37.99278294425739],[-3.7287832889521377,37.99277852394178],[-3.7287776341018115,37.99277854135274],[-3.728771979252114,37.992778558763405],[-3.728766324403049,37.99277865685972],[-3.72876059209094,37.99277415830568],[-3.728754937243143,37.9927742564014],[-3.728749282395975,37.99277427381086],[-3.728743627549439,37.992774291220044],[-3.7287380501671743,37.99277430617987],[-3.7287323953218907,37.992778842001734],[-3.728726740477236,37.99277885941005],[-3.7287210856332136,37.992778876818086],[-3.7287154307898245,37.99277897491178],[-3.7287098534106553,37.992783427597274],[-3.728704198568515,37.992783525690385],[-3.728698543727006,37.9927879808241],[-3.728692888886127,37.9927879982307],[-3.728687311509442,37.99279253160051],[-3.7286816566698153,37.99279254900655],[-3.7286760792943645,37.99279708237554],[-3.7286760792943645,37.99280152010156],[-3.728670424455987,37.992801618192985],[-3.7286648470817707,37.992806070874956],[-3.7286591922446504,37.992810606691286],[-3.7286592697081677,37.9928151226534],[-3.728653692335177,37.99281957533401],[-3.7286480374992994,37.99282411114896],[-3.7286481149628012,37.99282854642433],[-3.728642460127543,37.99283308223846],[-3.7286425375910386,37.992837517513266],[-3.7286426150545284,37.992842033473664],[-3.728636960219888,37.99284656928669],[-3.7286370376833706,37.99285100456065],[-3.7286370376833706,37.992855522969144],[-3.728637115146854,37.992859958242505],[-3.7286371926103405,37.99286891192321],[-3.7286372700738233,37.992873347195705],[-3.7286372700738233,37.99287786560273],[-3.728637347537306,37.99288230087464],[-3.728637347537306,37.992886819281075],[-3.7286430798354857,37.992891237148264],[-3.7286430798354857,37.99289567486827],[-3.7286431572989804,37.99290019082481],[-3.728648889597816,37.99290460869075],[-3.728648889597816,37.99290912709567],[-3.7286546218972982,37.99291354496068],[-3.7286602767339105,37.99291796527406],[-3.7286603541974315,37.99292248122906],[-3.728666009034685,37.9929269015415],[-3.7286717413361017,37.992931319404335],[-3.728677396174623,37.992931301998254],[-3.728677396174623,37.99293573971555],[-3.728683128477327,37.9929402382629],[-3.7286887833171165,37.99294014017043],[-3.728694438157538,37.99294464116585],[-3.7287000929985923,37.9929445430728],[-3.728705825303864,37.992949041618274],[-3.7287114801461825,37.9929489435246],[-3.728717134989133,37.99295344451817],[-3.7287227898327164,37.99295334642391],[-3.728728444676927,37.992953329015116],[-3.728734099521771,37.99295331160602],[-3.7287398318308846,37.992957729463235],[-3.7287454866770013,37.992957712053524],[-3.7287511415237415,37.99295769464354],[-3.728756796371114,37.99295767723325],[-3.728762451219119,37.99295757913694],[-3.7287680286040694,37.992953126459575],[-3.728773683453327,37.99295302836269],[-3.7287793383032137,37.992953010951254],[-3.728784993153733,37.99295299353953],[-3.728790648004881,37.99294845772598],[-3.7287963028566558,37.992948440313675],[-3.728801880245332,37.99294390694838],[-3.72880753509836,37.992943889535525],[-3.72881311248827,37.992939436855174],[-3.7288187673425517,37.992939338756],[-3.7288244221974667,37.992934883625715],[-3.7288299995892307,37.992930350258234],[-3.7288355769816093,37.99292581689021],[-3.7288412318383974,37.99292136175828],[-3.7288411543746,37.99291684580395],[-3.7288468092320093,37.99291230998542],[-3.7288524640900507,37.99291229257035],[-3.728852386626235,37.99290785730126],[-3.7288580414848975,37.99290332148162],[-3.728857964021078,37.992898886211954],[-3.7288578865572535,37.99289437025619],[-3.72886354141653,37.99288983443546],[-3.728863463952703,37.99288539916493],[-3.728863463952703,37.99288096144498],[-3.728863386488871,37.99287644548806],[-3.7288633090250394,37.992872010216665],[-3.7288633090250394,37.99286749181001],[-3.7288632315612125,37.99285853813078],[-3.7288631540973816,37.99285410285822],[-3.7288631540973816,37.99284958445037],[-3.7288630766335538,37.99284514917723],[-3.728862999169722,37.99284063321794],[-3.728857344310507,37.99283621291037]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000017,-17.12222467811016,-18.70634080524563,-10.301178445544942,-12.403890680003665,-17.425288126206265,-19.016144250267214,-10.277272076730265,-11.742435959729974,-18.314700058284235,-18.024508280898882,-9.740949463055376,-11.665939102589817,-19.075975927501386,-18.602777223373387,-11.36834831746721,-13.633649804482216,-18.113567704863755,-19.663719873335207,-12.28186660571876,-13.046634497044423,-17.84706612675904,-20.257518489781123,-11.26647346996271,-13.250655370878706,-16.925127414771968,-18.149716519424402,-10.341950580626433,-12.369436371061072,-18.589076406864017,-19.242998965641817,-11.064340969160202,-12.489176968200399,-17.314285543430014,-19.139563166217297,-10.183776692260713,-12.240241730797033,-18.26991711626036,-20.21468587122199,-11.228826368134003,-12.92121013709803,-19.558365221391394,-19.539621142292045,-12.3641714663464,-12.657172158754708,-18.756727275421113,-18.800481644272395,-10.77226646967992,-12.215662448216209,1187,"{""type"":""Polygon"",""coordinates"":[[[-3.387207008441407,37.99445727572336],[-3.387207008441407,37.99445283703705],[-3.387206931504549,37.99444831985614],[-3.387201315114482,37.994443881025724],[-3.3872012381776355,37.99443944454761],[-3.3871956217882175,37.994439444403774],[-3.3871899284626075,37.994435007781206],[-3.387189928462608,37.99443048838998],[-3.387184235137654,37.99442605176648],[-3.3871785418133564,37.99442161514237],[-3.387172848489714,37.9944170978142],[-3.38716723210352,37.99441265897979],[-3.3871615387811818,37.99441266104317],[-3.3871558454594988,37.994408224416894],[-3.3871502290752415,37.99440822427062],[-3.3871445357548624,37.994403787643414],[-3.38713891937189,37.994403787496545],[-3.3871332260528146,37.99439935086842],[-3.387127532734395,37.99439935292999],[-3.387121916353354,37.99439943348568],[-3.3871162230362395,37.99439943554667],[-3.387110606656488,37.99439499670799],[-3.3871049133406754,37.99439499876836],[-3.3870992969622042,37.994394998619434],[-3.3870936036476964,37.99439500067923],[-3.3870879872705144,37.99439500052973],[-3.3870822939573095,37.994399521982835],[-3.3870766775814154,37.994399521832776],[-3.387070984269515,37.994399604594875],[-3.3870653678949014,37.99439960444423],[-3.3870597515209284,37.99440404298352],[-3.3870540582109796,37.99440412574475],[-3.387048441838295,37.99440856428321],[-3.387042825466247,37.994408644834905],[-3.3870372090948355,37.99441308337254],[-3.3870315157874864,37.99441308542919],[-3.3870258994173637,37.994417604669465],[-3.3870258994173637,37.994422124062034],[-3.387020283047877,37.994422123909175],[-3.387014666679031,37.994426562444914],[-3.3870089733742783,37.99443108389248],[-3.3870090503108248,37.99443560107526],[-3.387003357006716,37.99444004181857],[-3.3869977406397953,37.9944445610558],[-3.386997817576323,37.994448997534334],[-3.386992124273515,37.994453518979675],[-3.3869922012100355,37.99445795545764],[-3.386992201210035,37.994462474847644],[-3.38698658484438,37.994466913379554],[-3.3869865848443794,37.99447143276898],[-3.3869865848443794,37.994475871454746],[-3.3869866617808917,37.99448038863465],[-3.386986661780892,37.99448934670806],[-3.3869867387174044,37.994493783183714],[-3.386986738717405,37.994498302571365],[-3.386986738717405,37.99450274125538],[-3.386986815653913,37.994507177730156],[-3.3869924320195963,37.99451169727116],[-3.386992508956116,37.994516133745336],[-3.386992508956116,37.994520653131495],[-3.3869982022589715,37.99452508975898],[-3.3869982022589715,37.994529528441205],[-3.3870038955624815,37.99453396506777],[-3.387009588866652,37.99453848239701],[-3.387009588866652,37.99454292107834],[-3.3870152821714776,37.99454735770336],[-3.387020975476959,37.99455187503104],[-3.387026591846522,37.9945517944801],[-3.3870265918465225,37.99455631386379],[-3.3870322851533032,37.99456075048696],[-3.3870379784607447,37.99456074842971],[-3.38704359483224,37.994565187260925],[-3.387049288140985,37.99456518520307],[-3.387054981450386,37.994569621824375],[-3.387060597823818,37.99456962197491],[-3.3870662911345226,37.994574058595305],[-3.3870719075092346,37.99457405874524],[-3.387077600821243,37.994574056685884],[-3.3870832171972447,37.994573976131996],[-3.387088910510556,37.9945784934541],[-3.387094603824525,37.9945784106906],[-3.387100220202458,37.99457841083907],[-3.3871059135177295,37.994578408778246],[-3.3871115298969476,37.994578408926145],[-3.387117146276807,37.9945738896918],[-3.3871228395940305,37.9945738876301],[-3.387128455975174,37.99457388777715],[-3.387134149293701,37.99457380501162],[-3.387139765676133,37.99456936647917],[-3.387145382059202,37.99456936662537],[-3.3871509984429107,37.99456484738883],[-3.387156691764034,37.99456484532542],[-3.387162308149027,37.99456032608807],[-3.3871680014714545,37.99456032402409],[-3.3871736178577363,37.994555804785904],[-3.387179234244655,37.99455128554717],[-3.38718485063221,37.99454684701115],[-3.387190467020405,37.99454232777132],[-3.387190467020405,37.99453788909049],[-3.387196083409241,37.994533369849826],[-3.3872017767355596,37.9945333677842],[-3.387201699798714,37.99452885060861],[-3.3872073931256805,37.99452440986106],[-3.3872073161888268,37.994519892684885],[-3.387207316188827,37.99451545400265],[-3.387212932579576,37.994510934759774],[-3.387212932579576,37.99450649607697],[-3.3872128556427104,37.99450197889965],[-3.3872128556427104,37.994497540216265],[-3.3872128556427104,37.994493020829246],[-3.3872128556427104,37.99448858214528],[-3.387212778705849,37.994479626282214],[-3.387212778705849,37.994475187597374],[-3.3872127017689837,37.99447067041796],[-3.3872127017689837,37.994466231732545],[-3.3872127017689837,37.99446171234346],[-3.387207008441407,37.99445727572336]]]}"
